"Transaction
Date","Transaction
Type",,,,,,,,,
18-Jun-12,RIGHTS,SAIHAMTEX,,2000,0.00,0.00,0.00,0.00,0.00,"46,850.63"
19-Jun-12,CDBL Charges,SAIHAM TEXTILE MILLS,,2000,0.00,0.00,0.00,16.52,0.00,"46,834.11"
21-Jun-12,Payment,CH-#-8283777,,0,0.00,0.00,0.00,"25,000.00",0.00,"21,834.11"
25-Jun-12,Buy,LAFSURCEML,Z,500,38.10,"19,050.00",95.25,"19,145.25",0.00,"2,688.86"
08-Jul-12,BONUS,SPCERAMICS,,17,0.00,0.00,0.00,0.00,0.00,"2,688.86"
09-Jul-12,CDBL Charges,SHINEPUKUR CERAMICS,,17,0.00,0.00,0.00,10.00,0.00,"2,678.86"
15-Jul-12,Sale,ABBANK,A,100,36.70,"3,670.00",18.35,0.00,"3,651.65","6,330.51"
15-Jul-12,Sale,CITYBANK,A,50,26.90,"1,345.00",6.73,0.00,"1,338.28","7,668.78"
15-Jul-12,Sale,GQBALLPEN,A,500,147.00,"73,500.00",367.50,0.00,"73,132.50","80,801.28"
15-Jul-12,Sale,LANKABAFIN,A,1500,67.50,"101,250.00",506.25,0.00,"100,743.75","181,545.03"
15-Jul-12,Sale,RNSPIN,A,5000,22.10,"110,500.00",552.50,0.00,"109,947.50","291,492.53"
15-Jul-12,Sale,SAIHAMTEX,A,2000,18.50,"37,000.00",185.00,0.00,"36,815.00","328,307.53"
15-Jul-12,Sale,UTTARABANK,A,25,38.70,967.50,4.84,0.00,962.66,"329,270.19"
18-Jul-12,Buy,RNSPIN,A,10000,23.10,"231,000.00","1,155.00","232,155.00",0.00,"97,115.19"
19-Jul-12,Addition,BO RENEWAL FEE,,0,0.00,0.00,0.00,500.00,0.00,"96,615.19"
23-Jul-12,Sale,RNSPIN,A,10000,24.23,"242,325.00","1,211.63",0.00,"241,113.38","337,728.57"
24-Jul-12,Buy,ABBANK,A,50,36.20,"1,810.00",9.05,"1,819.05",0.00,"335,909.52"
24-Jul-12,Buy,RNSPIN,A,750,25.70,"19,275.00",96.38,"19,371.38",0.00,"316,538.14"
24-Jul-12,Buy,SQURPHARMA,A,1200,259.30,"311,160.00","1,555.80","312,715.80",0.00,"3,822.34"
30-Jul-12,Buy,RNSPIN,A,12500,24.32,"303,975.00","1,519.88","305,494.88",0.00,"-301,672.53"
30-Jul-12,RIGHTS,RNSPIN,,3000,0.00,0.00,0.00,0.00,0.00,"-301,672.53"
30-Jul-12,Sale,SQURPHARMA,A,1200,255.17,"306,200.00","1,531.00",0.00,"304,669.00","2,996.47"
01-Aug-12,CDBL Charges,R. N. SPINNING MILLS,,3000,0.00,0.00,0.00,25.00,0.00,"2,971.47"
02-Aug-12,Sale,RNSPIN,A,3750,25.98,"97,425.00",487.13,0.00,"96,937.88","99,909.34"
05-Aug-12,Buy,RNSPIN,A,3750,25.22,"94,575.00",472.88,"95,047.88",0.00,"4,861.47"
05-Aug-12,Buy,SQURPHARMA,A,20,255.80,"5,116.00",25.58,"5,141.58",0.00,-280.11
06-Aug-12,Sale,RNSPIN,A,12500,27.87,"348,350.00","1,741.75",0.00,"346,608.25","346,328.14"
08-Aug-12,Sale,RNSPIN,A,3750,27.40,"102,750.00",513.75,0.00,"102,236.25","448,564.39"
12-Aug-12,Buy,RNSPIN,A,5000,30.10,"150,500.00",752.50,"151,252.50",0.00,"297,311.89"
12-Aug-12,Buy,SQURPHARMA,A,1080,261.19,"282,089.00","1,410.45","283,499.45",0.00,"13,812.44"
26-Aug-12,Buy,RNSPIN,A,250,29.30,"7,325.00",36.63,"7,361.63",0.00,"6,450.82"
30-Aug-12,Buy,RNSPIN,A,3000,32.30,"96,900.00",484.50,"97,384.50",0.00,"-90,933.68"
30-Aug-12,Sale,RNSPIN,A,5250,33.70,"176,925.00",884.63,0.00,"176,040.38","85,106.69"
03-Sep-12,Buy,RNSPIN,A,1000,34.20,"34,200.00",171.00,"34,371.00",0.00,"50,735.69"
04-Sep-12,Buy,RNSPIN,A,6750,34.40,"232,200.00","1,161.00","233,361.00",0.00,"-182,625.31"
04-Sep-12,Sale,SQURPHARMA,A,1000,185.90,"185,900.00",929.50,0.00,"184,970.50","2,345.19"
05-Sep-12,Sale,RNSPIN,A,3000,33.30,"99,900.00",499.50,0.00,"99,400.50","101,745.69"
06-Sep-12,Sale,RNSPIN,A,1000,32.50,"32,500.00",162.50,0.00,"32,337.50","134,083.19"
09-Sep-12,Buy,RNSPIN,A,7000,32.94,"230,600.00","1,153.00","231,753.00",0.00,"-97,669.81"
09-Sep-12,Sale,RNSPIN,A,6250,31.70,"198,125.00",990.63,0.00,"197,134.38","99,464.57"
10-Sep-12,Buy,RNSPIN,A,2750,34.40,"94,600.00",473.00,"95,073.00",0.00,"4,391.57"
16-Sep-12,Sale,RNSPIN,A,10250,38.33,"392,850.00","1,964.25",0.00,"390,885.75","395,277.32"
17-Sep-12,Buy,CITYBANK,A,5000,29.30,"146,500.00",732.50,"147,232.50",0.00,"248,044.82"
18-Sep-12,Buy,RNSPIN,A,1000,41.10,"41,100.00",205.50,"41,305.50",0.00,"206,739.32"
19-Sep-12,Buy,RNSPIN,A,4750,42.80,"203,300.00","1,016.50","204,316.50",0.00,"2,422.82"
19-Sep-12,Sale,LAFSURCEML,Z,1000,36.60,"36,600.00",183.00,0.00,"36,417.00","38,839.82"
20-Sep-12,Buy,RNSPIN,A,1000,37.00,"37,000.00",185.00,"37,185.00",0.00,"1,654.82"
20-Sep-12,Sale,CITYBANK,A,5000,32.30,"161,500.00",807.50,0.00,"160,692.50","162,347.32"
23-Sep-12,Buy,CITYBANK,A,100,33.80,"3,380.00",16.90,"3,396.90",0.00,"158,950.42"
23-Sep-12,Buy,KEYACOSMET,A,2500,47.04,"117,600.00",588.00,"118,188.00",0.00,"40,762.42"
25-Sep-12,Sale,RNSPIN,A,5000,41.40,"207,000.00","1,035.00",0.00,"205,965.00","246,727.42"
26-Sep-12,Payment,CH-#-8848629,,0,0.00,0.00,0.00,"10,000.00",0.00,"236,727.42"
26-Sep-12,Sale,RNSPIN,A,1750,45.40,"79,450.00",397.25,0.00,"79,052.75","315,780.17"
27-Sep-12,Buy,PHARMAID,A,500,240.00,"120,000.00",600.00,"120,600.00",0.00,"195,180.17"
30-Sep-12,Buy,PHARMAID,A,200,222.00,"44,400.00",222.00,"44,622.00",0.00,"150,558.17"
30-Sep-12,Sale,KEYACOSMET,A,1000,47.30,"47,300.00",236.50,0.00,"47,063.50","197,621.67"
01-Oct-12,Buy,LAFSURCEML,Z,1000,35.10,"35,100.00",175.50,"35,275.50",0.00,"162,346.17"
01-Oct-12,Sale,KEYACOSMET,A,500,45.60,"22,800.00",114.00,0.00,"22,686.00","185,032.17"
02-Oct-12,BONUS,SQURPHARMA,,440,0.00,0.00,0.00,0.00,0.00,"185,032.17"
03-Oct-12,Buy,KEYACOSMET,A,500,46.30,"23,150.00",115.75,"23,265.75",0.00,"161,766.42"
03-Oct-12,Buy,LAFSURCEML,Z,500,36.90,"18,450.00",92.25,"18,542.25",0.00,"143,224.17"
03-Oct-12,Buy,RNSPIN,A,1500,42.60,"63,900.00",319.50,"64,219.50",0.00,"79,004.67"
03-Oct-12,CDBL Charges,SQUARE PHARMA,,440,0.00,0.00,0.00,27.18,0.00,"78,977.49"
04-Oct-12,Buy,PHARMAID,A,100,207.00,"20,700.00",103.50,"20,803.50",0.00,"58,173.99"
07-Oct-12,Buy,RNSPIN,,1500,39.40,"59,100.00",295.50,"59,395.50",0.00,"-1,221.51"
07-Oct-12,Buy,SQURPHARMA,,20,174.90,"3,498.00",17.49,"3,515.49",0.00,"-4,737.00"
07-Oct-12,Sale,PHARMAID,,300,195.52,"58,655.00",293.28,0.00,"58,361.73","53,624.72"
08-Oct-12,Sale,PHARMAID,A,400,171.00,"68,400.00",342.00,0.00,"68,058.00","121,682.72"
09-Oct-12,Buy,RNSPIN,A,1000,40.00,"40,000.00",200.00,"40,200.00",0.00,"81,482.72"
10-Oct-12,Sale,PHARMAID,A,100,175.05,"17,505.00",87.53,0.00,"17,417.48","98,900.20"
10-Oct-12,Sale,RNSPIN,A,500,41.60,"20,800.00",104.00,0.00,"20,696.00","119,596.20"
11-Oct-12,Payment,CH-#-8457667,,0,0.00,0.00,0.00,"10,000.00",0.00,"109,596.20"
11-Oct-12,Sale,KEYACOSMET,A,1000,41.80,"41,800.00",209.00,0.00,"41,591.00","151,187.20"
11-Oct-12,Sale,RNSPIN,A,2500,37.60,"94,000.00",470.00,0.00,"93,530.00","244,717.20"
15-Oct-12,Buy,SQURPHARMA,A,1000,168.20,"168,200.00",841.00,"169,041.00",0.00,"75,676.20"
15-Oct-12,Buy,UCBL,,2000,27.20,"54,400.00",272.00,"54,672.00",0.00,"21,004.20"
15-Oct-12,Sale,LAFSURCEML,Z,500,36.30,"18,150.00",90.75,0.00,"18,059.25","39,063.45"
18-Oct-12,Buy,RNSPIN,A,1000,38.90,"38,900.00",194.50,"39,094.50",0.00,-31.05
18-Oct-12,Sale,LAFSURCEML,Z,500,36.80,"18,400.00",92.00,0.00,"18,308.00","18,276.95"
22-Oct-12,Receive,CH-#-2537979,,0,0.00,0.00,0.00,0.00,"160,000.00","178,276.95"
23-Oct-12,Buy,RNSPIN,A,2500,40.00,"100,000.00",500.00,"100,500.00",0.00,"77,776.95"
30-Oct-12,Buy,RNSPIN,A,500,39.20,"19,600.00",98.00,"19,698.00",0.00,"58,078.95"
30-Oct-12,Buy,SQURPHARMA,A,200,175.40,"35,080.00",175.40,"35,255.40",0.00,"22,823.55"
31-Oct-12,Buy,UCBL,,500,26.50,"13,250.00",66.25,"13,316.25",0.00,"9,507.30"
31-Oct-12,Receive,CH-#-000,,0,0.00,0.00,0.00,0.00,"100,000.00","109,507.30"
01-Nov-12,Payment,CH-#-000,,0,0.00,0.00,0.00,"100,000.00",0.00,"9,507.30"
01-Nov-12,Receive,CH-#-3596921,,0,0.00,0.00,0.00,0.00,"100,000.00","109,507.30"
04-Nov-12,Buy,LAFSURCEML,Z,1000,35.00,"35,000.00",175.00,"35,175.00",0.00,"74,332.30"
04-Nov-12,Buy,UCBL,,500,26.10,"13,050.00",65.25,"13,115.25",0.00,"61,217.05"
06-Nov-12,Buy,AMBEEPHA,A,100,266.40,"26,640.00",133.20,"26,773.20",0.00,"34,443.85"
06-Nov-12,Buy,UCBL,,500,24.60,"12,300.00",61.50,"12,361.50",0.00,"22,082.35"
07-Nov-12,Buy,SQURPHARMA,A,60,173.00,"10,380.00",51.90,"10,431.90",0.00,"11,650.45"
11-Nov-12,Buy,RNSPIN,A,1000,36.80,"36,800.00",184.00,"36,984.00",0.00,"-25,333.55"
11-Nov-12,Sale,SQURPHARMA,A,150,170.70,"25,605.00",128.03,0.00,"25,476.98",143.42
14-Nov-12,Sale,RNSPIN,A,1000,38.80,"38,800.00",194.00,0.00,"38,606.00","38,749.42"
19-Nov-12,Buy,AMBEEPHA,A,50,237.00,"11,850.00",59.25,"11,909.25",0.00,"26,840.17"
19-Nov-12,Buy,RNSPIN,A,500,37.90,"18,950.00",94.75,"19,044.75",0.00,"7,795.42"
19-Nov-12,Sale,SQURPHARMA,A,50,170.40,"8,520.00",42.60,0.00,"8,477.40","16,272.82"
20-Nov-12,Buy,RNSPIN,A,1750,36.90,"64,575.00",322.88,"64,897.88",0.00,"-48,625.05"
20-Nov-12,Sale,LAFSURCEML,Z,1500,32.90,"49,350.00",246.75,0.00,"49,103.25",478.20
02-Dec-12,Sale,RNSPIN,A,2000,37.60,"75,200.00",376.00,0.00,"74,824.00","75,302.20"
03-Dec-12,Sale,RNSPIN,A,1250,36.10,"45,125.00",225.63,0.00,"44,899.38","120,201.57"
06-Dec-12,Buy,RNSPIN,A,1000,36.20,"36,200.00",181.00,"36,381.00",0.00,"83,820.57"
10-Dec-12,Payment,CH-#-9023114,,0,0.00,0.00,0.00,"50,000.00",0.00,"33,820.57"
17-Dec-12,Sale,UCBL,,500,25.20,"12,600.00",63.00,0.00,"12,537.00","46,357.57"
18-Dec-12,Buy,RNSPIN,A,1000,35.10,"35,100.00",175.50,"35,275.50",0.00,"11,082.07"
15-Jan-13,BONUS,KEYACOSMET,,50,0.00,0.00,0.00,0.00,0.00,"11,082.07"
16-Jan-13,CDBL Charges,KEYA COSMETICS LTD.,,50,0.00,0.00,0.00,10.00,0.00,"11,072.07"
27-Jan-13,Sale,UCBL,,1500,23.30,"34,950.00",174.75,0.00,"34,775.25","45,847.32"
11-Feb-13,Payment,CH-#-8150853,,0,0.00,0.00,0.00,"45,000.00",0.00,847.32
17-Feb-13,Sale,AMBEEPHA,A,100,229.00,"22,900.00",114.50,0.00,"22,785.50","23,632.82"
17-Feb-13,Sale,RNSPIN,A,5000,42.30,"211,500.00","1,057.50",0.00,"210,442.50","234,075.32"
17-Feb-13,Sale,UCBL,,1500,24.10,"36,150.00",180.75,0.00,"35,969.25","270,044.57"
28-Feb-13,Buy,UNITEDAIR,A,2000,20.70,"41,400.00",207.00,"41,607.00",0.00,"228,437.57"
10-Mar-13,Buy,RNSPIN,A,1000,35.90,"35,900.00",179.50,"36,079.50",0.00,"192,358.07"
11-Mar-13,Buy,BATBC,A,100,879.80,"87,980.00",439.90,"88,419.90",0.00,"103,938.17"
11-Mar-13,Buy,UNITEDAIR,A,3000,18.80,"56,400.00",282.00,"56,682.00",0.00,"47,256.17"
13-Mar-13,Payment,CH-#-8473951,,0,0.00,0.00,0.00,"10,000.00",0.00,"37,256.17"
07-Apr-13,Payment,CH-#-8504234,,0,0.00,0.00,0.00,"10,000.00",0.00,"27,256.17"
29-Apr-13,Buy,UNITEDAIR,A,500,17.40,"8,700.00",43.50,"8,743.50",0.00,"18,512.67"
05-May-13,Sale,SQURPHARMA,A,420,179.90,"75,558.00",377.79,0.00,"75,180.21","93,692.88"
05-May-13,Sale,UNITEDAIR,A,4000,18.04,"72,150.00",360.75,0.00,"71,789.25","165,482.13"
07-May-13,Sale,BATBC,A,100,962.00,"96,200.00",481.00,0.00,"95,719.00","261,201.13"
08-May-13,Sale,SQURPHARMA,A,600,184.00,"110,400.00",552.00,0.00,"109,848.00","371,049.13"
16-May-13,Sale,SQURPHARMA,A,100,191.40,"19,140.00",95.70,0.00,"19,044.30","390,093.43"
16-May-13,Sale,UNITEDAIR,A,200,20.90,"4,180.00",20.90,0.00,"4,159.10","394,252.53"
19-May-13,Sale,UNITEDAIR,A,300,21.80,"6,540.00",32.70,0.00,"6,507.30","400,759.83"
20-May-13,Buy,LANKABAFIN,A,500,43.40,"21,700.00",108.50,"21,808.50",0.00,"378,951.33"
20-May-13,Sale,SQURPHARMA,A,500,192.20,"96,100.00",480.50,0.00,"95,619.50","474,570.83"
21-May-13,Sale,UNITEDAIR,A,500,21.40,"10,700.00",53.50,0.00,"10,646.50","485,217.33"
22-May-13,Sale,UNITEDAIR,A,500,20.70,"10,350.00",51.75,0.00,"10,298.25","495,515.58"
26-May-13,Sale,LANKABAFIN,A,500,38.70,"19,350.00",96.75,0.00,"19,253.25","514,768.83"
27-May-13,Payment,CH-#-8556319,,0,0.00,0.00,0.00,"330,000.00",0.00,"184,768.83"
02-Jun-13,Buy,RNSPIN,A,5500,31.40,"172,675.00",863.38,"173,538.38",0.00,"11,230.46"
03-Jun-13,Receive,CH-#-8571581,,0,0.00,0.00,0.00,0.00,"300,000.00","311,230.46"
04-Jun-13,Buy,BATBC,A,50,"1,004.00","50,200.00",251.00,"50,451.00",0.00,"260,779.46"
04-Jun-13,Buy,UCBL,,1000,17.60,"17,600.00",88.00,"17,688.00",0.00,"243,091.46"
04-Jun-13,Sale,AMBEEPHA,A,50,277.00,"13,850.00",69.25,0.00,"13,780.75","256,872.21"
05-Jun-13,Buy,CITYBANK,A,500,21.50,"10,750.00",53.75,"10,803.75",0.00,"246,068.46"
05-Jun-13,Buy,KEYACOSMET,A,500,27.90,"13,950.00",69.75,"14,019.75",0.00,"232,048.71"
05-Jun-13,Buy,PHARMAID,A,50,176.10,"8,805.00",44.03,"8,849.03",0.00,"223,199.68"
05-Jun-13,Buy,RENATA,A,50,609.00,"30,450.00",152.25,"30,602.25",0.00,"192,597.43"
06-Jun-13,Buy,RENATA,A,50,615.00,"30,750.00",153.75,"30,903.75",0.00,"161,693.68"
09-Jun-13,Sale,BATBC,A,50,"1,050.00","52,500.00",262.50,0.00,"52,237.50","213,931.18"
09-Jun-13,Sale,KEYACOSMET,A,500,26.60,"13,300.00",66.50,0.00,"13,233.50","227,164.68"
12-Jun-13,Buy,LANKABAFIN,A,2000,50.00,"100,000.00",500.00,"100,500.00",0.00,"126,664.68"
13-Jun-13,Buy,LANKABAFIN,A,1000,48.20,"48,200.00",241.00,"48,441.00",0.00,"78,223.68"
13-Jun-13,Sale,RNSPIN,A,2000,33.40,"66,800.00",334.00,0.00,"66,466.00","144,689.68"
16-Jun-13,Buy,GQBALLPEN,A,900,155.94,"140,350.00",701.75,"141,051.75",0.00,"3,637.93"
16-Jun-13,Sale,PHARMAID,A,50,183.30,"9,165.00",45.83,0.00,"9,119.18","12,757.11"
17-Jun-13,Buy,MERCINS,A,3000,29.80,"89,400.00",447.00,"89,847.00",0.00,"-77,089.89"
17-Jun-13,Buy,PURABIGEN,A,500,29.00,"14,500.00",72.50,"14,572.50",0.00,"-91,662.39"
17-Jun-13,Sale,CITYBANK,A,500,22.70,"11,350.00",56.75,0.00,"11,293.25","-80,369.14"
17-Jun-13,Sale,RNSPIN,A,3000,34.20,"102,600.00",513.00,0.00,"102,087.00","21,717.86"
17-Jun-13,Sale,UCBL,,1000,17.70,"17,700.00",88.50,0.00,"17,611.50","39,329.36"
18-Jun-13,Buy,CONFIDCEM,A,300,112.90,"33,870.00",169.35,"34,039.35",0.00,"5,290.01"
23-Jun-13,Sale,MERCINS,A,3000,27.40,"82,200.00",411.00,0.00,"81,789.00","87,079.01"
23-Jun-13,Sale,PURABIGEN,A,500,25.50,"12,750.00",63.75,0.00,"12,686.25","99,765.26"
24-Jun-13,Buy,BATBC,A,50,"1,079.20","53,960.00",269.80,"54,229.80",0.00,"45,535.46"
24-Jun-13,Buy,GP,A,200,193.10,"38,620.00",193.10,"38,813.10",0.00,"6,722.36"
26-Jun-13,Sale,GQBALLPEN,A,900,148.60,"133,740.00",668.70,0.00,"133,071.30","139,793.66"
26-Jun-13,Sale,LANKABAFIN,A,500,61.60,"30,800.00",154.00,0.00,"30,646.00","170,439.66"
27-Jun-13,Sale,CONFIDCEM,A,300,123.50,"37,050.00",185.25,0.00,"36,864.75","207,304.41"
27-Jun-13,Sale,LANKABAFIN,A,2500,62.80,"157,000.00",785.00,0.00,"156,215.00","363,519.41"
30-Jun-13,Sale,BATBC,A,50,"1,077.10","53,855.00",269.28,0.00,"53,585.73","417,105.13"
30-Jun-13,Sale,GP,A,200,183.90,"36,780.00",183.90,0.00,"36,596.10","453,701.23"
30-Jun-13,Sale,RENATA,A,50,665.00,"33,250.00",166.25,0.00,"33,083.75","486,784.98"
02-Jul-13,Buy,RNSPIN,A,500,27.60,"13,800.00",69.00,"13,869.00",0.00,"472,915.98"
03-Jul-13,Buy,DELTASPINN,A,8000,37.72,"301,720.00","1,508.60","303,228.60",0.00,"169,687.38"
03-Jul-13,Buy,NPOLYMAR,A,200,43.00,"8,600.00",43.00,"8,643.00",0.00,"161,044.38"
03-Jul-13,Sale,RENATA,A,50,717.00,"35,850.00",179.25,0.00,"35,670.75","196,715.13"
04-Jul-13,BONUS,CITYBANK,,12,0.00,0.00,0.00,0.00,0.00,"196,715.13"
04-Jul-13,Buy,BEXIMCO,A,500,46.40,"23,200.00",116.00,"23,316.00",0.00,"173,399.13"
04-Jul-13,Buy,QSMDRYCELL,A,500,42.00,"21,000.00",105.00,"21,105.00",0.00,"152,294.13"
04-Jul-13,Buy,UNITEDAIR,A,1000,20.70,"20,700.00",103.50,"20,803.50",0.00,"131,490.63"
07-Jul-13,BONUS,SPCERAMICS,,19,0.00,0.00,0.00,0.00,0.00,"131,490.63"
07-Jul-13,Buy,KEYACOSMET,A,500,35.30,"17,650.00",88.25,"17,738.25",0.00,"113,752.38"
07-Jul-13,Buy,NPOLYMAR,A,300,49.80,"14,940.00",74.70,"15,014.70",0.00,"98,737.68"
07-Jul-13,Buy,QSMDRYCELL,A,1500,43.90,"65,850.00",329.25,"66,179.25",0.00,"32,558.43"
07-Jul-13,CDBL Charges,THE CITY BANK LTD.,,12,0.00,0.00,0.00,10.00,0.00,"32,548.43"
07-Jul-13,Sale,RNSPIN,A,250,28.50,"7,125.00",35.63,0.00,"7,089.38","39,637.81"
08-Jul-13,CDBL Charges,SHINEPUKUR CERAMICS,,19,0.00,0.00,0.00,10.00,0.00,"39,627.81"
09-Jul-13,Buy,UNITEDAIR,A,500,22.90,"11,450.00",57.25,"11,507.25",0.00,"28,120.56"
10-Jul-13,Buy,CITYBANK,A,1000,20.60,"20,600.00",103.00,"20,703.00",0.00,"7,417.56"
10-Jul-13,Buy,MTBL,,500,17.90,"8,950.00",44.75,"8,994.75",0.00,"-1,577.19"
10-Jul-13,Buy,NBL,B,500,14.00,"7,000.00",35.00,"7,035.00",0.00,"-8,612.19"
10-Jul-13,Buy,UCBL,,500,17.80,"8,900.00",44.50,"8,944.50",0.00,"-17,556.69"
10-Jul-13,Sale,BEXIMCO,A,500,43.90,"21,950.00",109.75,0.00,"21,840.25","4,283.56"
10-Jul-13,Sale,DELTASPINN,A,4000,35.00,"140,000.00",700.00,0.00,"139,300.00","143,583.56"
10-Jul-13,Sale,NPOLYMAR,A,200,47.20,"9,440.00",47.20,0.00,"9,392.80","152,976.36"
11-Jul-13,Buy,BATBC,A,50,"1,299.00","64,950.00",324.75,"65,274.75",0.00,"87,701.61"
11-Jul-13,Buy,NTLTUBES,A,100,77.20,"7,720.00",38.60,"7,758.60",0.00,"79,943.01"
14-Jul-13,BONUS,ABBANK,,7,0.00,0.00,0.00,0.00,0.00,"79,943.01"
14-Jul-13,Buy,SQURPHARMA,A,1000,237.07,"237,072.00","1,185.36","238,257.36",0.00,"-158,314.35"
14-Jul-13,Sale,DELTASPINN,A,4000,33.30,"133,200.00",666.00,0.00,"132,534.00","-25,780.35"
14-Jul-13,Sale,KEYACOSMET,A,1000,31.80,"31,800.00",159.00,0.00,"31,641.00","5,860.65"
14-Jul-13,Sale,NPOLYMAR,A,300,45.10,"13,530.00",67.65,0.00,"13,462.35","19,323.00"
15-Jul-13,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"19,313.00"
17-Jul-13,Addition,BO RENEWAL FEE,,0,0.00,0.00,0.00,500.00,0.00,"18,813.00"
17-Jul-13,Sale,NTLTUBES,A,100,82.70,"8,270.00",41.35,0.00,"8,228.65","27,041.65"
23-Jul-13,Payment,CH-#-221099,,0,0.00,0.00,0.00,"25,000.00",0.00,"2,041.65"
30-Jul-13,Sale,BATBC,A,50,"1,403.00","70,150.00",350.75,0.00,"69,799.25","71,840.90"
31-Jul-13,Sale,UCBL,,500,19.40,"9,700.00",48.50,0.00,"9,651.50","81,492.40"
04-Aug-13,Buy,SQURPHARMA,A,100,213.00,"21,300.00",106.50,"21,406.50",0.00,"60,085.90"
05-Aug-13,Buy,TALLUSPIN,,500,33.20,"16,600.00",83.00,"16,683.00",0.00,"43,402.90"
13-Aug-13,Buy,QSMDRYCELL,A,500,34.70,"17,350.00",86.75,"17,436.75",0.00,"25,966.15"
13-Aug-13,Sale,CITYBANK,A,500,17.60,"8,800.00",44.00,0.00,"8,756.00","34,722.15"
19-Aug-13,Sale,TALLUSPIN,A,500,38.30,"19,150.00",95.75,0.00,"19,054.25","53,776.40"
22-Aug-13,Buy,KEYACOSMET,A,1000,27.30,"27,300.00",136.50,"27,436.50",0.00,"26,339.90"
22-Aug-13,Sale,QSMDRYCELL,A,500,39.20,"19,600.00",98.00,0.00,"19,502.00","45,841.90"
22-Aug-13,Sale,RNSPIN,A,500,30.10,"15,050.00",75.25,0.00,"14,974.75","60,816.65"
25-Aug-13,Sale,SQURPHARMA,A,500,221.90,"110,950.00",554.75,0.00,"110,395.25","171,211.90"
27-Aug-13,Sale,QSMDRYCELL,A,500,40.90,"20,450.00",102.25,0.00,"20,347.75","191,559.65"
01-Sep-13,Buy,RNSPIN,A,750,30.70,"23,025.00",115.13,"23,140.13",0.00,"168,419.52"
02-Sep-13,Buy,BATBC,A,50,"1,525.00","76,250.00",381.25,"76,631.25",0.00,"91,788.27"
02-Sep-13,Sale,KEYACOSMET,A,1000,27.60,"27,600.00",138.00,0.00,"27,462.00","119,250.27"
08-Sep-13,Buy,QSMDRYCELL,A,500,39.30,"19,650.00",98.25,"19,748.25",0.00,"99,502.02"
08-Sep-13,Buy,SAIHAMTEX,A,1000,30.10,"30,100.00",150.50,"30,250.50",0.00,"69,251.52"
10-Sep-13,Sale,QSMDRYCELL,A,1000,40.90,"40,900.00",204.50,0.00,"40,695.50","109,947.02"
10-Sep-13,Sale,RNSPIN,A,500,31.70,"15,850.00",79.25,0.00,"15,770.75","125,717.77"
11-Sep-13,Buy,PHARMAID,A,50,238.60,"11,930.00",59.65,"11,989.65",0.00,"113,728.12"
11-Sep-13,Buy,RNSPIN,A,250,34.30,"8,575.00",42.88,"8,617.88",0.00,"105,110.25"
12-Sep-13,Buy,AMBEEPHA,A,100,335.70,"33,570.00",167.85,"33,737.85",0.00,"71,372.40"
12-Sep-13,Buy,BATBC,A,50,"1,586.00","79,300.00",396.50,"79,696.50",0.00,"-8,324.10"
12-Sep-13,Receive,CH-#-8591591,,0,0.00,0.00,0.00,0.00,"35,000.00","26,675.90"
12-Sep-13,Sale,RNSPIN,A,2000,32.20,"64,400.00",322.00,0.00,"64,078.00","90,753.90"
12-Sep-13,Sale,SAIHAMTEX,A,1000,30.00,"30,000.00",150.00,0.00,"29,850.00","120,603.90"
16-Sep-13,Buy,BATBC,A,50,"1,506.00","75,300.00",376.50,"75,676.50",0.00,"44,927.40"
16-Sep-13,Buy,BDFINANCE,A,1700,21.06,"35,800.00",179.00,"35,979.00",0.00,"8,948.40"
17-Sep-13,Sale,UNITEDAIR,A,1000,20.30,"20,300.00",101.50,0.00,"20,198.50","29,146.90"
18-Sep-13,Sale,QSMDRYCELL,A,1000,42.20,"42,200.00",211.00,0.00,"41,989.00","71,135.90"
19-Sep-13,Buy,LINDEBD,A,50,728.90,"36,445.00",182.23,"36,627.23",0.00,"34,508.67"
19-Sep-13,Buy,RNSPIN,A,500,31.10,"15,550.00",77.75,"15,627.75",0.00,"18,880.92"
23-Sep-13,Buy,BANGAS,A,50,517.20,"25,860.00",129.30,"25,989.30",0.00,"-7,108.38"
23-Sep-13,Sale,BDFINANCE,A,1000,19.64,"19,640.00",98.20,0.00,"19,541.80","12,433.42"
30-Sep-13,BONUS,SQURPHARMA,,180,0.00,0.00,0.00,0.00,0.00,"12,433.42"
01-Oct-13,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,156.51,0.00,"12,276.91"
03-Oct-13,Payment,CH-#-8978192,,0,0.00,0.00,0.00,"10,000.00",0.00,"2,276.91"
03-Oct-13,Sale,BDFINANCE,A,700,21.90,"15,330.00",76.65,0.00,"15,253.35","17,530.26"
07-Oct-13,Sale,BATBC,A,50,"1,560.00","78,000.00",390.00,0.00,"77,610.00","95,140.26"
10-Oct-13,Sale,BATBC,A,50,"1,579.00","78,950.00",394.75,0.00,"78,555.25","173,695.51"
21-Oct-13,Payment,CH-#-8978442,,0,0.00,0.00,0.00,"50,000.00",0.00,"123,695.51"
31-Oct-13,Buy,AMBEEPHA,A,50,245.00,"12,250.00",61.25,"12,311.25",0.00,"111,384.26"
31-Oct-13,Buy,PHARMAID,A,50,156.00,"7,800.00",39.00,"7,839.00",0.00,"103,545.26"
