"Transaction
Date","Transaction
Type",,,,,,,,,
04-Sep-16,Sale,HAKKANIPUL,B,340,51.20,"17,408.00",87.04,0.00,"17,320.96","23,839.28"
18-Sep-16,Buy,CMCKAMAL,A,1000,14.75,"14,750.00",73.75,"14,823.75",0.00,"9,015.53"
20-Sep-16,Buy,BSC,A,19,465.47,"8,844.00",44.22,"8,888.22",0.00,127.31
26-Sep-16,Buy,GLAXOSMITH,A,5,"1,580.70","7,903.50",39.52,"7,943.02",0.00,"-7,815.71"
26-Sep-16,Sale,BSC,A,19,459.90,"8,738.10",43.69,0.00,"8,694.41",878.70
27-Sep-16,Sale,CMCKAMAL,A,1000,15.90,"15,900.00",79.50,0.00,"15,820.50","16,699.20"
27-Sep-16,Sale,ISLAMIBANK,A,100,31.50,"3,150.00",15.75,0.00,"3,134.25","19,833.45"
28-Sep-16,Buy,GLAXOSMITH,A,7,"1,582.00","11,074.00",55.37,"11,129.37",0.00,"8,704.08"
28-Sep-16,Buy,PENINSULA,A,250,16.40,"4,100.00",20.50,"4,120.50",0.00,"4,583.58"
28-Sep-16,Sale,PENINSULA,A,250,16.70,"4,175.00",20.88,0.00,"4,154.13","8,737.71"
29-Sep-16,Buy,GLAXOSMITH,A,3,"1,617.00","4,851.00",24.26,"4,875.26",0.00,"3,862.45"
02-Oct-16,Buy,GLAXOSMITH,A,7,"1,601.00","11,207.00",56.04,"11,263.04",0.00,"-7,400.58"
02-Oct-16,Sale,DOREENPWR,N,1,68.40,68.40,0.34,0.00,68.06,"-7,332.52"
02-Oct-16,Sale,IFADAUTOS,A,100,85.00,"8,500.00",42.50,0.00,"8,457.50","1,124.98"
04-Oct-16,Buy,GLAXOSMITH,A,3,"1,600.00","4,800.00",24.00,"4,824.00",0.00,"-3,699.02"
04-Oct-16,Sale,PENINSULA,A,250,17.50,"4,375.00",21.88,0.00,"4,353.13",654.10
05-Oct-16,Buy,ANLIMAYARN,A,2,29.40,58.80,0.29,59.09,0.00,595.01
05-Oct-16,Buy,MJLBD,A,5,117.30,586.50,2.93,589.43,0.00,5.57
10-Oct-16,CDBL Charges,IPO- SUMITPOWER,,1,0.00,0.00,0.00,25.00,0.00,-19.43
10-Oct-16,Sale,RNSPIN,Z,2000,19.10,"38,200.00",191.00,0.00,"38,009.00","37,989.57"
18-Oct-16,Buy,MHSML,A,1000,19.40,"19,400.00",97.00,"19,497.00",0.00,"18,492.57"
23-Oct-16,Receive,CH-#-CITY BANK- 3835680,,0,0.00,0.00,0.00,0.00,"60,000.00","78,492.57"
24-Oct-16,Buy,HAKKANIPUL,B,1000,54.10,"54,100.00",270.50,"54,370.50",0.00,"24,122.07"
24-Oct-16,Payment,CH-#-WRONG POST-3835680,,0,0.00,0.00,0.00,"60,000.00",0.00,"-35,877.93"
24-Oct-16,Receive,CH-#-3835680,,0,0.00,0.00,0.00,0.00,"600,000.00","564,122.07"
25-Oct-16,Buy,KEYACOSMET,A,12200,10.00,"122,000.00",610.00,"122,610.00",0.00,"441,512.07"
26-Oct-16,Buy,KEYACOSMET,A,15631,10.00,"156,310.00",781.55,"157,091.55",0.00,"284,420.52"
26-Oct-16,Sale,MHSML,A,1000,19.70,"19,700.00",98.50,0.00,"19,601.50","304,022.02"
27-Oct-16,Buy,KEYACOSMET,A,1000,9.90,"9,900.00",49.50,"9,949.50",0.00,"294,072.52"
06-Nov-16,Buy,AFCAGRO,A,1000,52.45,"52,450.00",262.25,"52,712.25",0.00,"241,360.27"
06-Nov-16,Buy,ARGONDENIM,A,1000,27.00,"27,000.00",135.00,"27,135.00",0.00,"214,225.27"
08-Nov-16,Buy,BDLAMPS,A,10,177.80,"1,778.00",8.89,"1,786.89",0.00,"212,438.38"
08-Nov-16,Buy,MJLBD,A,1000,121.10,"121,100.00",605.50,"121,705.50",0.00,"90,732.88"
08-Nov-16,Buy,OLYMPIC,A,100,315.80,"31,580.00",157.90,"31,737.90",0.00,"58,994.98"
08-Nov-16,Buy,QSMDRYCELL,A,100,86.00,"8,600.00",43.00,"8,643.00",0.00,"50,351.98"
08-Nov-16,Sale,ARGONDENIM,A,1000,28.50,"28,500.00",142.50,0.00,"28,357.50","78,709.48"
09-Nov-16,Buy,ANLIMAYARN,A,100,28.00,"2,800.00",14.00,"2,814.00",0.00,"75,895.48"
09-Nov-16,Sale,GHAIL,A,1,29.80,29.80,0.15,0.00,29.65,"75,925.13"
15-Nov-16,Buy,SANDHANINS,A,100,28.60,"2,860.00",14.30,"2,874.30",0.00,"73,050.83"
15-Nov-16,Sale,MJLBD,A,1005,121.70,"122,308.50",611.54,0.00,"121,696.96","194,747.79"
16-Nov-16,Buy,AFTABAUTO,A,500,56.40,"28,200.00",141.00,"28,341.00",0.00,"166,406.79"
17-Nov-16,Sale,QSMDRYCELL,A,100,97.60,"9,760.00",48.80,0.00,"9,711.20","176,117.99"
22-Nov-16,Buy,RNSPIN,Z,2000,17.20,"34,400.00",172.00,"34,572.00",0.00,"141,545.99"
22-Nov-16,Buy,SAPORTL,A,1000,41.35,"41,350.00",206.75,"41,556.75",0.00,"99,989.24"
22-Nov-16,Sale,SANDHANINS,A,99,30.60,"3,029.40",15.15,0.00,"3,014.25","103,003.50"
24-Nov-16,Buy,BEXIMCO,A,1000,25.10,"25,100.00",125.50,"25,225.50",0.00,"77,778.00"
24-Nov-16,Buy,SALVOCHEM,A,1000,14.70,"14,700.00",73.50,"14,773.50",0.00,"63,004.50"
27-Nov-16,Sale,AFTABAUTO,A,500,53.70,"26,850.00",134.25,0.00,"26,715.75","89,720.25"
28-Nov-16,Buy,RNSPIN,Z,1000,20.50,"20,500.00",102.50,"20,602.50",0.00,"69,117.75"
28-Nov-16,Sale,SANDHANINS,A,1,32.10,32.10,0.16,0.00,31.94,"69,149.68"
29-Nov-16,Sale,FAREASTFIN,A,1100,11.20,"12,320.00",61.60,0.00,"12,258.40","81,408.08"
29-Nov-16,Sale,SALVOCHEM,A,1000,15.70,"15,700.00",78.50,0.00,"15,621.50","97,029.58"
01-Dec-16,Buy,LAFSURCEML,A,1000,77.50,"77,500.00",387.50,"77,887.50",0.00,"19,142.08"
01-Dec-16,Sale,FAREASTFIN,A,7001,11.04,"77,311.00",386.56,0.00,"76,924.45","96,066.53"
01-Dec-16,Sale,HAKKANIPUL,B,500,56.30,"28,150.00",140.75,0.00,"28,009.25","124,075.78"
01-Dec-16,Sale,KEYACOSMET,A,20000,10.50,"210,000.00","1,050.00",0.00,"208,950.00","333,025.78"
01-Dec-16,Sale,SAPORTL,A,1000,43.50,"43,500.00",217.50,0.00,"43,282.50","376,308.28"
04-Dec-16,BONUS,AFCAGRO,,200,0.00,0.00,0.00,0.00,0.00,"376,308.28"
04-Dec-16,Buy,LAFSURCEML,A,1000,81.10,"81,100.00",405.50,"81,505.50",0.00,"294,802.78"
04-Dec-16,Sale,HAKKANIPUL,B,500,56.00,"28,000.00",140.00,0.00,"27,860.00","322,662.78"
04-Dec-16,Sale,KEYACOSMET,A,9834,10.70,"105,223.80",526.12,0.00,"104,697.68","427,360.46"
05-Dec-16,CDBL Charges,CA- AFCAGRO,,200,0.00,0.00,0.00,18.56,0.00,"427,341.90"
05-Dec-16,Sale,AFCAGRO,A,1200,47.20,"56,640.00",283.20,0.00,"56,356.80","483,698.70"
06-Dec-16,Buy,ISLAMIBANK,A,1000,29.50,"29,500.00",147.50,"29,647.50",0.00,"454,051.20"
06-Dec-16,Sale,ANLIMAYARN,A,102,28.70,"2,927.40",14.64,0.00,"2,912.76","456,963.96"
06-Dec-16,Sale,HAKKANIPUL,B,1,52.90,52.90,0.26,0.00,52.64,"457,016.60"
07-Dec-16,BONUS,REGENTTEX,,25,0.00,0.00,0.00,0.00,0.00,"457,016.60"
Total:,"242,651.76","27,773,616.72","28,230,633.32",Closing Blance (TK.): ,"457,016.60",,,,,
Printed On: 08-Dec-2016  3:38:54PM,Page -1 of 1,,,,,,,,,
