"Transaction
Date","Transaction
Type",,,,,,,,,
06-May-15,CDBL Charges,CA- MAKSONSPIN,,16,0.00,0.00,0.00,10.00,0.00,"2,577.91"
27-May-15,Addition,IPO CHARGE(AMANFEED),,0,0.00,0.00,0.00,5.00,0.00,"2,572.91"
27-May-15,Addition,IPO FEE-AMANFEED,,0,0.00,0.00,0.00,"7,200.00",0.00,"-4,627.09"
27-May-15,Receive,CH-#-0,,0,0.00,0.00,0.00,0.00,"7,200.00","2,572.91"
14-Jun-15,BONUS,EXIMBANK,,9,0.00,0.00,0.00,0.00,0.00,"2,572.91"
15-Jun-15,CDBL Charges,CA- EXIMBANK,,9,0.00,0.00,0.00,10.00,0.00,"2,562.91"
29-Jun-15,Addition,IPO WITHDRWAL CHARGE(AMANFEED),,0,0.00,0.00,0.00,5.00,0.00,"2,557.91"
29-Jun-15,Deduction,IPO REFUND-AMANFEED,,0,0.00,0.00,0.00,0.00,"7,200.00","9,757.91"
12-Jul-15,Addition,BO RENEWAL FEE,,0,0.00,0.00,0.00,500.00,0.00,"9,257.91"
28-Jul-15,Sale,DHAKABANK,A,6,19.00,114.00,0.57,0.00,113.43,"9,371.34"
19-Aug-15,Addition,IPO APPLY CHARGE(KDSALTD),,0,0.00,0.00,0.00,5.00,0.00,"9,366.34"
19-Aug-15,Addition,IPO FEE-KDSALTD,,0,0.00,0.00,0.00,"5,000.00",0.00,"4,366.34"
19-Aug-15,Buy,MAKSONSPIN,B,200,8.90,"1,780.00",8.90,"1,788.90",0.00,"2,577.44"
02-Sep-15,BONUS,FAMILYTEX,,380,0.00,0.00,0.00,0.00,0.00,"2,577.44"
03-Sep-15,CDBL Charges,CA- FAMILYTEX,,380,0.00,0.00,0.00,10.18,0.00,"2,567.26"
13-Sep-15,Addition,IPO WITHDRWAL CHARGE(KDSALTD),,0,0.00,0.00,0.00,5.00,0.00,"2,562.26"
13-Sep-15,Deduction,IPO REFUND-KDSALTD,,0,0.00,0.00,0.00,0.00,"5,000.00","7,562.26"
13-Sep-15,Sale,PHENIXINS,A,1050,24.50,"25,725.00",128.63,0.00,"25,596.38","33,158.63"
14-Sep-15,Buy,BSCCL,A,100,118.80,"11,880.00",59.40,"11,939.40",0.00,"21,219.23"
14-Sep-15,Buy,SPCERAMICS,Z,1080,11.20,"12,096.00",60.48,"12,156.48",0.00,"9,062.75"
15-Sep-15,Buy,TUNGHAI,A,125,15.50,"1,937.50",9.69,"1,947.19",0.00,"7,115.56"
04-Oct-15,Buy,FARCHEM,A,101,46.40,"4,686.40",23.43,"4,709.83",0.00,"2,405.73"
07-Oct-15,Buy,TUNGHAI,A,165,14.50,"2,392.50",11.96,"2,404.46",0.00,1.27
28-Oct-15,Sale,SPCERAMICS,Z,1080,12.50,"13,500.00",67.50,0.00,"13,432.50","13,433.77"
29-Oct-15,Buy,FARCHEM,A,349,27.64,"9,647.30",48.24,"9,695.54",0.00,"3,738.23"
02-Nov-15,BONUS,BSCCL,,10,0.00,0.00,0.00,0.00,0.00,"3,738.23"
03-Nov-15,CDBL Charges,CA- BSCCL,,10,0.00,0.00,0.00,10.00,0.00,"3,728.23"
25-Nov-15,BONUS,FARCHEM,,25,0.00,0.00,0.00,0.00,0.00,"3,728.23"
26-Nov-15,CDBL Charges,CA- FARCHEM,,25,0.00,0.00,0.00,10.00,0.00,"3,718.23"
01-Dec-15,Buy,TUNGHAI,A,318,11.60,"3,688.80",18.44,"3,707.24",0.00,10.99
01-Dec-15,Sale,FARCHEM,A,79,32.40,"2,559.60",12.80,0.00,"2,546.80","2,557.79"
06-Dec-15,Buy,OAL,N,68,36.90,"2,509.20",12.55,"2,521.75",0.00,36.04
06-Dec-15,Sale,PHENIXINS,A,185,24.10,"4,458.50",22.29,0.00,"4,436.21","4,472.25"
08-Dec-15,Buy,MIRACLEIND,B,200,22.10,"4,420.00",22.10,"4,442.10",0.00,30.15
08-Dec-15,Sale,SUMITPOWER,A,15,38.90,583.50,2.92,0.00,580.58,610.73
13-Dec-15,Buy,MIRACLEIND,B,28,21.60,604.80,3.02,607.82,0.00,2.91
23-Dec-15,Sale,MIRACLEIND,B,128,23.80,"3,046.40",15.23,0.00,"3,031.17","3,034.08"
24-Dec-15,Buy,NFML,A,173,17.30,"2,992.90",14.96,"3,007.86",0.00,26.21
24-Dec-15,Sale,BAYLEASING,A,198,18.90,"3,742.20",18.71,0.00,"3,723.49","3,749.70"
27-Dec-15,Buy,WMSHIPYARD,A,43,30.00,"1,290.00",6.45,"1,296.45",0.00,"2,453.25"
28-Dec-15,Buy,WMSHIPYARD,A,14,29.80,417.20,2.09,419.29,0.00,"2,033.97"
29-Dec-15,Buy,MIRACLEIND,B,79,24.70,"1,951.30",9.76,"1,961.06",0.00,72.91
29-Dec-15,Sale,FAMILYTEX,A,2000,10.50,"21,000.00",105.00,0.00,"20,895.00","20,967.91"
03-Jan-16,Sale,MAKSONSPIN,B,542,7.70,"4,173.40",20.87,0.00,"4,152.53","25,120.44"
04-Jan-16,Buy,MAKSONSPIN,B,1000,7.60,"7,600.00",38.00,"7,638.00",0.00,"17,482.44"
04-Jan-16,Sale,MIRACLEIND,B,50,29.00,"1,450.00",7.25,0.00,"1,442.75","18,925.19"
07-Jan-16,Buy,LAFSURCEML,A,100,76.30,"7,630.00",38.15,"7,668.15",0.00,"11,257.04"
07-Jan-16,Buy,MIRACLEIND,B,100,33.00,"3,300.00",16.50,"3,316.50",0.00,"7,940.54"
07-Jan-16,Sale,MIRACLEIND,B,100,33.40,"3,340.00",16.70,0.00,"3,323.30","11,263.84"
10-Jan-16,Buy,MIRACLEIND,B,64,34.80,"2,227.20",11.14,"2,238.34",0.00,"9,025.51"
10-Jan-16,Buy,NFML,A,311,20.90,"6,499.90",32.50,"6,532.40",0.00,"2,493.11"
10-Jan-16,Buy,SALAMCRST,A,300,29.90,"8,970.00",44.85,"9,014.85",0.00,"-6,521.74"
10-Jan-16,Sale,TUNGHAI,A,608,10.80,"6,566.40",32.83,0.00,"6,533.57",11.83
11-Jan-16,Sale,MIRACLEIND,B,129,33.90,"4,373.10",21.87,0.00,"4,351.23","4,363.06"
12-Jan-16,BONUS,KBPPWBIL,,26,0.00,0.00,0.00,0.00,0.00,"4,363.06"
12-Jan-16,Buy,SALAMCRST,A,150,28.40,"4,260.00",21.30,"4,281.30",0.00,81.76
13-Jan-16,CDBL Charges,CA- KBPPWBIL,,26,0.00,0.00,0.00,10.00,0.00,71.76
13-Jan-16,Sale,MIRACLEIND,B,64,37.50,"2,400.00",12.00,0.00,"2,388.00","2,459.76"
14-Jan-16,Buy,IPDC,A,227,32.20,"7,309.40",36.55,"7,345.95",0.00,"-4,886.19"
14-Jan-16,Buy,MAKSONSPIN,B,266,9.20,"2,447.20",12.24,"2,459.44",0.00,"-7,345.62"
14-Jan-16,Sale,LAFSURCEML,A,100,74.00,"7,400.00",37.00,0.00,"7,363.00",17.38
18-Jan-16,Sale,FARCHEM,A,396,32.00,"12,672.00",63.36,0.00,"12,608.64","12,626.02"
19-Jan-16,BONUS,UNITEDAIR,,55,0.00,0.00,0.00,0.00,0.00,"12,626.02"
19-Jan-16,Buy,ITC,N,10,79.70,797.00,3.99,800.99,0.00,"11,825.03"
19-Jan-16,Buy,VAMLBDMF1,A,100,11.00,"1,100.00",5.50,"1,105.50",0.00,"10,719.53"
20-Jan-16,Buy,FARCHEM,A,118,30.90,"3,646.20",18.23,"3,664.43",0.00,"7,055.10"
20-Jan-16,CDBL Charges,CA- UNITEDAIR,,55,0.00,0.00,0.00,10.00,0.00,"7,045.10"
21-Jan-16,Buy,IPDC,A,230,29.40,"6,762.00",33.81,"6,795.81",0.00,249.29
04-Feb-16,Sale,BSCCL,A,110,110.00,"12,100.00",60.50,0.00,"12,039.50","12,288.79"
07-Feb-16,Buy,FUWANGCER,A,773,15.80,"12,213.40",61.07,"12,274.47",0.00,14.32
13-Apr-16,BONUS,IPDC,,91,0.00,0.00,0.00,0.00,0.00,14.32
17-Apr-16,CDBL Charges,CA- IPDC,,91,0.00,0.00,0.00,10.00,0.00,4.32
25-Jul-16,Addition,BO RENEWAL FEE (2016-17),,0,0.00,0.00,0.00,500.00,0.00,-495.68
20-Sep-16,Sale,KBPPWBIL,A,201,24.30,"4,884.30",24.42,0.00,"4,859.88","4,364.20"
27-Sep-16,Buy,FARCHEM,A,167,26.00,"4,342.00",21.71,"4,363.71",0.00,0.49
28-Sep-16,Sale,IPDC,A,548,39.90,"21,865.20",109.33,0.00,"21,755.87","21,756.37"
17-Oct-16,Buy,FAMILYTEX,A,2577,8.40,"21,646.80",108.23,"21,755.03",0.00,1.33
21-Nov-16,BONUS,FARCHEM,,57,0.00,0.00,0.00,0.00,0.00,1.33
22-Nov-16,CDBL Charges,CA- FARCHEM,,57,0.00,0.00,0.00,10.00,0.00,-8.67
27-Nov-16,BONUS,NFML,,72,0.00,0.00,0.00,0.00,0.00,-8.67
28-Nov-16,CDBL Charges,CA- NFML,,72,0.00,0.00,0.00,10.00,0.00,-18.67
Total:,"13,854.49","1,593,577.56","1,593,558.89",Closing Blance (TK.): ,-18.67,,,,,
Printed On: 29-Nov-2016 10:01:32AM,Page -1 of 1,,,,,,,,,
